file,idx,eyeglasses,identity
011692.jpg,72,0,8549
011713.jpg,38,0,5190
011890.jpg,72,0,8549
011997.jpg,35,0,8501
012007.jpg,32,0,1956
012101.jpg,21,0,2820
012192.jpg,56,0,8028
012196.jpg,59,0,1410
012251.jpg,18,0,496
012280.jpg,64,0,7647
012340.jpg,56,0,8028
012358.jpg,72,0,8549
012422.jpg,27,0,5375
012432.jpg,13,0,6263
012492.jpg,44,0,1279
012513.jpg,73,0,2416
012519.jpg,74,0,4849
012586.jpg,12,0,492
012598.jpg,61,0,2316
012609.jpg,65,0,8707
012609.jpg,65,0,8707
012618.jpg,58,0,2610
012703.jpg,63,0,2832
012773.jpg,69,0,2295
012783.jpg,25,0,4244
012856.jpg,37,0,5165
012953.jpg,75,0,6645
012976.jpg,14,0,3847
013136.jpg,13,0,6263
013139.jpg,76,0,7768
013401.jpg,77,0,6576
013438.jpg,36,0,9087
013548.jpg,60,0,1384
013578.jpg,27,0,5375
013645.jpg,26,0,3745
013767.jpg,55,0,7004
013777.jpg,32,0,1956
013940.jpg,32,0,1956
014006.jpg,36,0,9087
014091.jpg,22,0,9987
014123.jpg,67,0,1916
014166.jpg,0,0,4262
014260.jpg,27,0,5375
014266.jpg,46,0,1944
014620.jpg,70,0,6672
014670.jpg,77,0,6576
014689.jpg,53,0,8968
014715.jpg,21,0,2820
014730.jpg,26,0,3745
014750.jpg,63,0,2832
014829.jpg,75,0,6645
014904.jpg,24,0,433
014929.jpg,27,0,5375
015044.jpg,36,0,9087
015044.jpg,36,0,9087
015120.jpg,7,0,2030
015156.jpg,11,0,9730
015183.jpg,37,0,5165
015240.jpg,40,0,7409
015296.jpg,25,0,4244
015323.jpg,40,0,7409
015402.jpg,16,0,5086
015402.jpg,16,0,5086
015406.jpg,32,0,1956
015450.jpg,30,0,7418
015487.jpg,23,0,1757
015532.jpg,76,0,7768
015540.jpg,8,0,3501
015600.jpg,50,0,6016
015600.jpg,50,0,6016
015632.jpg,67,0,1916
015671.jpg,18,0,496
015703.jpg,19,0,3500
015838.jpg,10,0,8365
015843.jpg,38,0,5190
015865.jpg,18,0,496
016020.jpg,15,0,4161
016067.jpg,78,0,6236
016143.jpg,77,0,6576
016174.jpg,21,0,2820
016337.jpg,9,0,8916
016337.jpg,9,0,8916
016344.jpg,7,0,2030
016405.jpg,35,0,8501
016409.jpg,9,0,8916
016490.jpg,37,0,5165
016666.jpg,65,0,8707
016690.jpg,26,0,3745
016713.jpg,59,0,1410
016745.jpg,32,0,1956
016895.jpg,56,0,8028
016946.jpg,25,0,4244
016986.jpg,11,0,9730
016992.jpg,53,0,8968
017081.jpg,32,0,1956
017139.jpg,4,0,1322
017163.jpg,77,0,6576
017314.jpg,76,0,7768
017362.jpg,77,0,6576
017407.jpg,38,0,5190
017407.jpg,38,0,5190
017497.jpg,42,0,8504
017630.jpg,74,0,4849
017811.jpg,49,0,5146
017965.jpg,25,0,4244
018009.jpg,61,0,2316
018046.jpg,22,0,9987
018074.jpg,75,0,6645
018094.jpg,34,0,3480
018129.jpg,24,0,433
018144.jpg,21,0,2820
018268.jpg,25,0,4244
018324.jpg,63,0,2832
018546.jpg,27,0,5375
018553.jpg,77,0,6576
018571.jpg,56,0,8028
018571.jpg,56,0,8028
018595.jpg,43,0,8372
018649.jpg,51,0,8424
018730.jpg,55,0,7004
018841.jpg,56,0,8028
018888.jpg,0,0,4262
018909.jpg,21,0,2820
019024.jpg,46,0,1944
019048.jpg,35,0,8501
019089.jpg,34,0,3480
019102.jpg,77,0,6576
019199.jpg,17,0,6036
019204.jpg,36,0,9087
019285.jpg,19,0,3500
019309.jpg,63,0,2832
019495.jpg,42,0,8504
019598.jpg,62,0,9962
019608.jpg,24,0,433
019634.jpg,69,0,2295
019635.jpg,47,0,8430
019721.jpg,20,0,5145
019776.jpg,11,0,9730
019783.jpg,55,0,7004
019879.jpg,62,0,9962
020116.jpg,79,0,6262
020170.jpg,20,0,5145
020262.jpg,14,0,3847
020293.jpg,7,0,2030
020395.jpg,66,0,8834
020611.jpg,19,0,3500
020658.jpg,57,0,6878
020700.jpg,13,0,6263
020776.jpg,52,0,1990
020786.jpg,55,0,7004
020873.jpg,41,0,4691
020899.jpg,26,0,3745
021044.jpg,66,0,8834
021087.jpg,12,0,492
021295.jpg,31,0,9944
021316.jpg,53,0,8968
021318.jpg,42,0,8504
021377.jpg,11,0,9730
021412.jpg,60,0,1384
021542.jpg,10,0,8365
021588.jpg,56,0,8028
021823.jpg,65,0,8707
021844.jpg,17,0,6036
021878.jpg,0,0,4262
021913.jpg,13,0,6263
021923.jpg,7,0,2030
022026.jpg,25,0,4244
022056.jpg,65,0,8707
022097.jpg,40,0,7409
022139.jpg,0,0,4262
022257.jpg,64,0,7647
022301.jpg,58,0,2610
022302.jpg,7,0,2030
022302.jpg,7,0,2030
022311.jpg,40,0,7409
022345.jpg,6,0,608
022345.jpg,6,0,608
022366.jpg,65,0,8707
022366.jpg,65,0,8707
022461.jpg,56,0,8028
022494.jpg,48,0,977
022513.jpg,67,0,1916
022520.jpg,30,0,7418
022691.jpg,69,0,2295
022791.jpg,0,0,4262
022800.jpg,8,0,3501
022847.jpg,75,0,6645
022872.jpg,67,0,1916
022885.jpg,23,0,1757
022914.jpg,69,0,2295
022932.jpg,47,0,8430
022970.jpg,65,0,8707
023014.jpg,12,0,492
023037.jpg,28,0,8412
023096.jpg,31,0,9944
023189.jpg,35,0,8501
023250.jpg,37,0,5165
023251.jpg,63,0,2832
023365.jpg,44,0,1279
023390.jpg,71,0,4255
023397.jpg,30,0,7418
023514.jpg,12,0,492
023550.jpg,4,0,1322
023586.jpg,54,0,6142
023730.jpg,77,0,6576
023849.jpg,38,0,5190
023912.jpg,6,0,608
024001.jpg,67,0,1916
024015.jpg,43,0,8372
024031.jpg,1,0,4988
024123.jpg,9,0,8916
024342.jpg,58,0,2610
024354.jpg,22,0,9987
024358.jpg,55,0,7004
024382.jpg,7,0,2030
024412.jpg,13,0,6263
024422.jpg,65,0,8707
024784.jpg,45,0,1559
024830.jpg,60,0,1384
024887.jpg,42,0,8504
024907.jpg,65,0,8707
024985.jpg,61,0,2316
025247.jpg,52,0,1990
025304.jpg,17,0,6036
025466.jpg,57,0,6878
025524.jpg,17,0,6036
025794.jpg,57,0,6878
025835.jpg,33,0,6398
025835.jpg,33,0,6398
025871.jpg,0,0,4262
025900.jpg,13,0,6263
025902.jpg,51,0,8424
025935.jpg,9,0,8916
026010.jpg,71,0,4255
026025.jpg,1,0,4988
026052.jpg,53,0,8968
026055.jpg,1,0,4988
026185.jpg,80,0,6012
026186.jpg,69,0,2295
026273.jpg,79,0,6262
026515.jpg,3,0,4258
026621.jpg,37,0,5165
026777.jpg,42,0,8504
026918.jpg,30,0,7418
026933.jpg,55,0,7004
026933.jpg,55,0,7004
026994.jpg,7,0,2030
027075.jpg,66,0,8834
027075.jpg,66,0,8834
027112.jpg,13,0,6263
027167.jpg,7,0,2030
027216.jpg,18,0,496
027217.jpg,49,0,5146
027224.jpg,54,0,6142
027229.jpg,8,0,3501
027412.jpg,3,0,4258
027520.jpg,36,0,9087
027561.jpg,39,0,8123
027584.jpg,53,0,8968
027779.jpg,40,0,7409
027861.jpg,43,0,8372
027953.jpg,39,0,8123
028040.jpg,75,0,6645
028064.jpg,17,0,6036
028103.jpg,27,0,5375
028233.jpg,20,0,5145
028251.jpg,73,0,2416
028266.jpg,68,0,8518
028306.jpg,68,0,8518
028355.jpg,63,0,2832
028475.jpg,24,0,433
028500.jpg,74,0,4849
028500.jpg,74,0,4849
028524.jpg,10,0,8365
028620.jpg,4,0,1322
028659.jpg,27,0,5375
028690.jpg,21,0,2820
028761.jpg,20,0,5145
028801.jpg,4,0,1322
028817.jpg,71,0,4255
028864.jpg,42,0,8504
028903.jpg,69,0,2295
028954.jpg,57,0,6878
028985.jpg,54,0,6142
029035.jpg,19,0,3500
029049.jpg,2,0,4731
029136.jpg,18,0,496
029160.jpg,20,0,5145
029203.jpg,66,0,8834
029243.jpg,61,0,2316
029296.jpg,51,0,8424
029322.jpg,59,0,1410
029391.jpg,39,0,8123
029479.jpg,56,0,8028
029612.jpg,45,0,1559
029744.jpg,40,0,7409
029845.jpg,18,0,496
029872.jpg,56,0,8028
029878.jpg,56,0,8028
029964.jpg,23,0,1757
030017.jpg,35,0,8501
030042.jpg,40,0,7409
030150.jpg,62,0,9962
030262.jpg,16,0,5086
030332.jpg,34,0,3480
030370.jpg,65,0,8707
030409.jpg,78,0,6236
030481.jpg,49,0,5146
030481.jpg,49,0,5146
030490.jpg,43,0,8372
030569.jpg,19,0,3500
030679.jpg,56,0,8028
030679.jpg,56,0,8028
030741.jpg,53,0,8968
030747.jpg,18,0,496
030770.jpg,29,0,1245
030802.jpg,43,0,8372
030848.jpg,18,0,496
030869.jpg,36,0,9087
030938.jpg,26,0,3745
030978.jpg,12,0,492
031024.jpg,32,0,1956
031392.jpg,41,0,4691
031528.jpg,38,0,5190
031553.jpg,67,0,1916
031591.jpg,45,0,1559
031644.jpg,33,0,6398
031732.jpg,64,0,7647
031732.jpg,64,0,7647
031781.jpg,66,0,8834
031850.jpg,35,0,8501
031876.jpg,0,0,4262
031880.jpg,55,0,7004
031911.jpg,53,0,8968
031960.jpg,44,0,1279
031965.jpg,52,0,1990
031988.jpg,46,0,1944
032002.jpg,72,0,8549
032221.jpg,55,0,7004
032243.jpg,29,0,1245
032245.jpg,6,0,608
032350.jpg,31,0,9944
032356.jpg,70,0,6672
032366.jpg,17,0,6036
032401.jpg,59,0,1410
032451.jpg,7,0,2030
032816.jpg,3,0,4258
032941.jpg,0,0,4262
033201.jpg,19,0,3500
033210.jpg,31,0,9944
033232.jpg,41,0,4691
033311.jpg,11,0,9730
033329.jpg,17,0,6036
033385.jpg,33,0,6398
033392.jpg,75,0,6645
033396.jpg,55,0,7004
033409.jpg,4,0,1322
033506.jpg,39,0,8123
033506.jpg,39,0,8123
033513.jpg,30,0,7418
033601.jpg,16,0,5086
033709.jpg,43,0,8372
033811.jpg,24,0,433
033839.jpg,34,0,3480
033900.jpg,77,0,6576
034000.jpg,74,0,4849
034078.jpg,73,0,2416
034130.jpg,37,0,5165
034185.jpg,79,0,6262
034205.jpg,0,0,4262
034215.jpg,74,0,4849
034377.jpg,21,0,2820
034473.jpg,72,0,8549
034490.jpg,36,0,9087
034490.jpg,36,0,9087
034538.jpg,39,0,8123
034611.jpg,72,0,8549
034647.jpg,71,0,4255
034769.jpg,21,0,2820
034967.jpg,58,0,2610
034995.jpg,3,0,4258
035006.jpg,60,0,1384
035121.jpg,13,0,6263
035148.jpg,6,0,608
035336.jpg,76,0,7768
035373.jpg,28,0,8412
035775.jpg,32,0,1956
035800.jpg,45,0,1559
035931.jpg,20,0,5145
035991.jpg,8,0,3501
036048.jpg,43,0,8372
036233.jpg,2,0,4731
036379.jpg,4,0,1322
036418.jpg,70,0,6672
036499.jpg,20,0,5145
036531.jpg,59,0,1410
036560.jpg,76,0,7768
036598.jpg,66,0,8834
036684.jpg,59,0,1410
036829.jpg,43,0,8372
036847.jpg,19,0,3500
036859.jpg,70,0,6672
036925.jpg,19,0,3500
037000.jpg,30,0,7418
037047.jpg,44,0,1279
037061.jpg,45,0,1559
037075.jpg,19,0,3500
037111.jpg,35,0,8501
037217.jpg,12,0,492
037234.jpg,61,0,2316
037249.jpg,18,0,496
037264.jpg,28,0,8412
037267.jpg,29,0,1245
037317.jpg,24,0,433
037333.jpg,70,0,6672
037392.jpg,48,0,977
037428.jpg,26,0,3745
037680.jpg,37,0,5165
037828.jpg,64,0,7647
037890.jpg,76,0,7768
037923.jpg,38,0,5190
037947.jpg,23,0,1757
037965.jpg,72,0,8549
037965.jpg,72,0,8549
037988.jpg,4,0,1322
038014.jpg,8,0,3501
038082.jpg,28,0,8412
038162.jpg,74,0,4849
038162.jpg,74,0,4849
038204.jpg,30,0,7418
038250.jpg,38,0,5190
038297.jpg,77,0,6576
038342.jpg,50,0,6016
038375.jpg,47,0,8430
038503.jpg,47,0,8430
038585.jpg,69,0,2295
038595.jpg,35,0,8501
038635.jpg,57,0,6878
038731.jpg,63,0,2832
038745.jpg,41,0,4691
038810.jpg,4,0,1322
038844.jpg,13,0,6263
038844.jpg,13,0,6263
038907.jpg,36,0,9087
038982.jpg,73,0,2416
039031.jpg,33,0,6398
039062.jpg,9,0,8916
039170.jpg,9,0,8916
039229.jpg,20,0,5145
039274.jpg,51,0,8424
039290.jpg,52,0,1990
039355.jpg,3,0,4258
039431.jpg,44,0,1279
039447.jpg,0,0,4262
039500.jpg,19,0,3500
039638.jpg,23,0,1757
039733.jpg,14,0,3847
039777.jpg,19,0,3500
039841.jpg,47,0,8430
040299.jpg,34,0,3480
040428.jpg,6,0,608
040452.jpg,14,0,3847
040556.jpg,27,0,5375
040568.jpg,63,0,2832
040641.jpg,2,0,4731
040654.jpg,25,0,4244
040655.jpg,65,0,8707
040747.jpg,72,0,8549
040876.jpg,10,0,8365
040898.jpg,70,0,6672
040902.jpg,18,0,496
040904.jpg,0,0,4262
040927.jpg,6,0,608
041401.jpg,19,0,3500
041401.jpg,19,0,3500
041423.jpg,49,0,5146
041503.jpg,76,0,7768
041541.jpg,30,0,7418
041654.jpg,27,0,5375
041723.jpg,48,0,977
041752.jpg,77,0,6576
041786.jpg,33,0,6398
041904.jpg,35,0,8501
041932.jpg,80,0,6012
041943.jpg,70,0,6672
041976.jpg,76,0,7768
041993.jpg,56,0,8028
042047.jpg,22,0,9987
042164.jpg,6,0,608
042273.jpg,8,0,3501
042311.jpg,38,0,5190
042385.jpg,18,0,496
042442.jpg,77,0,6576
042474.jpg,56,0,8028
042595.jpg,13,0,6263
042793.jpg,5,0,4686
042821.jpg,73,0,2416
042957.jpg,79,0,6262
042981.jpg,64,0,7647
042993.jpg,75,0,6645
043019.jpg,51,0,8424
043063.jpg,38,0,5190
043121.jpg,74,0,4849
043126.jpg,25,0,4244
043147.jpg,14,0,3847
043152.jpg,70,0,6672
043209.jpg,17,0,6036
043209.jpg,17,0,6036
043386.jpg,44,0,1279
043455.jpg,63,0,2832
043507.jpg,61,0,2316
043516.jpg,5,0,4686
043584.jpg,78,0,6236
043674.jpg,62,0,9962
043707.jpg,4,0,1322
043733.jpg,43,0,8372
043814.jpg,49,0,5146
043818.jpg,41,0,4691
043872.jpg,11,0,9730
043891.jpg,41,0,4691
043941.jpg,21,0,2820
043981.jpg,11,0,9730
044036.jpg,73,0,2416
044050.jpg,9,0,8916
044067.jpg,58,0,2610
044073.jpg,2,0,4731
044170.jpg,57,0,6878
044275.jpg,8,0,3501
044406.jpg,12,0,492
044583.jpg,34,0,3480
044746.jpg,59,0,1410
044868.jpg,13,0,6263
044891.jpg,70,0,6672
044898.jpg,30,0,7418
044898.jpg,30,0,7418
044924.jpg,25,0,4244
044981.jpg,23,0,1757
045016.jpg,59,0,1410
045083.jpg,60,0,1384
045275.jpg,19,0,3500
045344.jpg,21,0,2820
045411.jpg,49,0,5146
045559.jpg,61,0,2316
045654.jpg,18,0,496
045674.jpg,9,0,8916
045694.jpg,13,0,6263
045967.jpg,1,0,4988
046147.jpg,67,0,1916
046192.jpg,39,0,8123
046247.jpg,63,0,2832
046271.jpg,72,0,8549
046409.jpg,60,0,1384
046428.jpg,9,0,8916
046483.jpg,62,0,9962
046523.jpg,80,0,6012
046757.jpg,12,0,492
046822.jpg,29,0,1245
046868.jpg,64,0,7647
046976.jpg,10,0,8365
047013.jpg,32,0,1956
047063.jpg,15,0,4161
047063.jpg,15,0,4161
047187.jpg,43,0,8372
047322.jpg,17,0,6036
047336.jpg,79,0,6262
047521.jpg,68,0,8518
047551.jpg,15,0,4161
047640.jpg,1,0,4988
047676.jpg,36,0,9087
047972.jpg,70,0,6672
047977.jpg,70,0,6672
047987.jpg,53,0,8968
048013.jpg,13,0,6263
048022.jpg,74,0,4849
048107.jpg,52,0,1990
048118.jpg,10,0,8365
048239.jpg,55,0,7004
048340.jpg,34,0,3480
048365.jpg,33,0,6398
048409.jpg,10,0,8365
048530.jpg,43,0,8372
048590.jpg,40,0,7409
048595.jpg,52,0,1990
048769.jpg,68,0,8518
048815.jpg,52,0,1990
048856.jpg,35,0,8501
048932.jpg,55,0,7004
049095.jpg,79,0,6262
049116.jpg,41,0,4691
049192.jpg,30,0,7418
049343.jpg,77,0,6576
049471.jpg,23,0,1757
049480.jpg,4,0,1322
049559.jpg,76,0,7768
049621.jpg,65,0,8707
049759.jpg,50,0,6016
049774.jpg,16,0,5086
049839.jpg,55,0,7004
049839.jpg,55,0,7004
049853.jpg,71,0,4255
049903.jpg,2,0,4731
049949.jpg,5,0,4686
050047.jpg,2,0,4731
050096.jpg,5,0,4686
050108.jpg,49,0,5146
050173.jpg,23,0,1757
050269.jpg,45,0,1559
050305.jpg,33,0,6398
050369.jpg,19,0,3500
050447.jpg,4,0,1322
050566.jpg,68,0,8518
050566.jpg,68,0,8518
050680.jpg,79,0,6262
050700.jpg,78,0,6236
050708.jpg,26,0,3745
050779.jpg,48,0,977
050821.jpg,25,0,4244
050894.jpg,53,0,8968
051131.jpg,47,0,8430
051259.jpg,34,0,3480
051265.jpg,18,0,496
051273.jpg,34,0,3480
051281.jpg,38,0,5190
051303.jpg,73,0,2416
051421.jpg,26,0,3745
051484.jpg,5,0,4686
051522.jpg,43,0,8372
051522.jpg,43,0,8372
051575.jpg,53,0,8968
051619.jpg,10,0,8365
051942.jpg,64,0,7647
051990.jpg,28,0,8412
052018.jpg,69,0,2295
052072.jpg,15,0,4161
052140.jpg,31,0,9944
052173.jpg,32,0,1956
052187.jpg,72,0,8549
052366.jpg,48,0,977
052369.jpg,58,0,2610
052378.jpg,13,0,6263
052425.jpg,1,0,4988
052429.jpg,62,0,9962
052430.jpg,67,0,1916
052469.jpg,39,0,8123
052479.jpg,41,0,4691
052576.jpg,80,0,6012
052627.jpg,57,0,6878
052665.jpg,45,0,1559
052737.jpg,16,0,5086
052763.jpg,33,0,6398
052767.jpg,45,0,1559
052788.jpg,62,0,9962
053052.jpg,77,0,6576
053112.jpg,25,0,4244
053171.jpg,39,0,8123
053221.jpg,53,0,8968
053239.jpg,23,0,1757
053259.jpg,41,0,4691
053320.jpg,30,0,7418
053339.jpg,52,0,1990
053402.jpg,46,0,1944
053428.jpg,12,0,492
053555.jpg,35,0,8501
053584.jpg,78,0,6236
053606.jpg,30,0,7418
053707.jpg,29,0,1245
053713.jpg,45,0,1559
053740.jpg,23,0,1757
053868.jpg,56,0,8028
053937.jpg,42,0,8504
054027.jpg,25,0,4244
054109.jpg,78,0,6236
054117.jpg,72,0,8549
054173.jpg,79,0,6262
054203.jpg,28,0,8412
054312.jpg,26,0,3745
054338.jpg,73,0,2416
054449.jpg,50,0,6016
054449.jpg,50,0,6016
054450.jpg,9,0,8916
054490.jpg,18,0,496
054560.jpg,42,0,8504
054614.jpg,11,0,9730
054658.jpg,46,0,1944
054743.jpg,31,0,9944
054748.jpg,30,0,7418
054752.jpg,73,0,2416
054874.jpg,67,0,1916
054891.jpg,30,0,7418
054992.jpg,42,0,8504
055258.jpg,41,0,4691
055279.jpg,79,0,6262
055311.jpg,20,0,5145
055356.jpg,50,0,6016
055385.jpg,57,0,6878
055526.jpg,71,0,4255
055553.jpg,4,0,1322
055582.jpg,60,0,1384
055622.jpg,17,0,6036
055651.jpg,33,0,6398
055687.jpg,49,0,5146
055709.jpg,33,0,6398
055796.jpg,33,0,6398
055841.jpg,61,0,2316
055922.jpg,68,0,8518
055922.jpg,68,0,8518
056050.jpg,18,0,496
056095.jpg,40,0,7409
056180.jpg,36,0,9087
056434.jpg,58,0,2610
056440.jpg,18,0,496
056479.jpg,70,0,6672
056488.jpg,49,0,5146
056513.jpg,23,0,1757
056544.jpg,26,0,3745
056596.jpg,61,0,2316
056625.jpg,50,0,6016
056702.jpg,36,0,9087
056740.jpg,58,0,2610
056741.jpg,11,0,9730
056741.jpg,11,0,9730
056764.jpg,21,0,2820
056840.jpg,44,0,1279
056842.jpg,54,0,6142
056850.jpg,6,0,608
056977.jpg,2,0,4731
057119.jpg,11,0,9730
057166.jpg,46,0,1944
057168.jpg,20,0,5145
057186.jpg,13,0,6263
057277.jpg,33,0,6398
057281.jpg,74,0,4849
057330.jpg,6,0,608
057351.jpg,47,0,8430
057352.jpg,8,0,3501
057405.jpg,47,0,8430
057467.jpg,38,0,5190
057494.jpg,64,0,7647
057512.jpg,6,0,608
057512.jpg,6,0,608
057520.jpg,75,0,6645
057531.jpg,12,0,492
057722.jpg,75,0,6645
057746.jpg,65,0,8707
057753.jpg,4,0,1322
057770.jpg,74,0,4849
057783.jpg,50,0,6016
057792.jpg,27,0,5375
057918.jpg,79,0,6262
058038.jpg,52,0,1990
058094.jpg,61,0,2316
058149.jpg,76,0,7768
058193.jpg,23,0,1757
058256.jpg,6,0,608
058264.jpg,42,0,8504
058338.jpg,19,0,3500
058375.jpg,64,0,7647
058436.jpg,73,0,2416
058473.jpg,68,0,8518
058475.jpg,52,0,1990
058837.jpg,10,0,8365
058902.jpg,26,0,3745
059073.jpg,51,0,8424
059083.jpg,27,0,5375
059117.jpg,26,0,3745
059150.jpg,35,0,8501
059158.jpg,5,0,4686
059183.jpg,46,0,1944
059249.jpg,69,0,2295
059249.jpg,69,0,2295
059374.jpg,14,0,3847
059485.jpg,75,0,6645
059519.jpg,0,0,4262
059657.jpg,4,0,1322
059724.jpg,16,0,5086
059731.jpg,64,0,7647
059834.jpg,7,0,2030
059863.jpg,27,0,5375
060118.jpg,22,0,9987
060125.jpg,59,0,1410
060148.jpg,5,0,4686
060153.jpg,6,0,608
060180.jpg,41,0,4691
060200.jpg,30,0,7418
060204.jpg,51,0,8424
060212.jpg,47,0,8430
060236.jpg,45,0,1559
060483.jpg,53,0,8968
060505.jpg,18,0,496
060514.jpg,57,0,6878
060608.jpg,78,0,6236
060688.jpg,7,0,2030
060689.jpg,60,0,1384
060829.jpg,67,0,1916
060965.jpg,61,0,2316
060970.jpg,60,0,1384
060970.jpg,60,0,1384
061159.jpg,70,0,6672
061359.jpg,32,0,1956
061426.jpg,59,0,1410
061426.jpg,59,0,1410
061448.jpg,38,0,5190
061480.jpg,17,0,6036
061675.jpg,2,0,4731
061685.jpg,20,0,5145
061689.jpg,71,0,4255
061891.jpg,1,0,4988
061892.jpg,7,0,2030
